subject_file,channel,fractal_dimension,delta_std_dev,delta_kurtosis,signal_length,zscore_fractal_dimension,zscore_delta_std_dev,zscore_delta_kurtosis
s31.csv,ch_12,0.289457,1.081597,22.169767,31000,3.186359,-0.476770,5.604669
s31.csv,ch_13,0.253301,1.127537,10.527007,31000,-0.150991,-0.451118,0.278471
s31.csv,ch_14,0.261256,1.108192,12.344142,31000,0.083445,-0.687113,0.693494
s31.csv,ch_15,0.246420,1.114284,8.703972,31000,-0.396014,-0.750399,-0.150769
s31.csv,ch_16,0.247399,1.119904,26.676709,31000,-0.762448,-0.243913,5.549941
s31.csv,ch_17,0.257848,1.174192,12.448740,31000,0.501620,0.013962,4.675772
s31.csv,ch_18,0.254114,1.258420,9.919755,31000,-0.082462,-0.147216,2.113529
s32.csv,ch_0,0.269071,1.599486,9.110179,31000,-0.251903,1.155672,0.046842
s32.csv,ch_1,0.250240,1.170922,3.979972,31000,-0.498664,-0.276454,-0.250092
s32.csv,ch_2,0.378630,1.331631,63.355173,31000,4.706958,0.825240,4.700740
s32.csv,ch_3,0.252249,1.216159,4.891682,31000,-0.314854,0.218060,-0.026721
s32.csv,ch_4,0.315649,0.954004,41.158191,31000,1.291803,-0.404055,1.287213
s32.csv,ch_5,0.257294,1.117429,3.341526,31000,-0.256499,-0.046282,-0.264990
s32.csv,ch_6,0.303149,1.108381,20.303630,31000,0.955326,0.180781,0.970643
s32.csv,ch_7,0.246795,1.304632,4.142779,31000,-0.429419,0.197990,-0.225073
s32.csv,ch_8,0.265110,1.401271,19.327157,31000,0.337510,1.054331,3.085942
s32.csv,ch_9,0.243649,1.337711,4.203938,31000,-0.484419,0.646818,-0.039196
s32.csv,ch_10,0.301046,1.242757,4.596387,31000,1.619976,0.942147,-0.122477
s32.csv,ch_11,0.251150,1.936529,3.018333,31000,-0.283099,2.449901,-0.423153
s32.csv,ch_12,0.254367,1.683724,4.119298,31000,0.120465,1.090925,-0.041359
s32.csv,ch_13,0.252689,1.774023,3.379935,31000,-0.168073,1.186688,-0.235471
s32.csv,ch_14,0.239794,2.575442,3.449271,31000,-0.529665,2.260948,-0.236837
s32.csv,ch_15,0.247367,2.301256,3.282282,31000,-0.374032,1.425622,-0.169267
s32.csv,ch_16,0.251270,1.226963,8.950030,31000,-0.419770,0.209286,1.121114
s32.csv,ch_17,0.250860,1.424561,5.220218,31000,-0.291243,1.030984,0.653608
s32.csv,ch_18,0.251692,1.726348,3.795882,31000,-0.177620,1.126702,-0.230588
s33.csv,ch_0,0.265782,0.839119,3.073859,31000,-0.314221,-1.078127,-0.434017
s33.csv,ch_1,0.255409,0.970714,3.028086,31000,-0.390175,-0.903477,-0.259681
s33.csv,ch_2,0.253287,0.923601,3.158280,31000,-0.231448,-0.973000,-0.300334
s33.csv,ch_3,0.252480,0.938141,3.175515,31000,-0.301041,-1.110950,-0.267742
s33.csv,ch_4,0.256273,0.938554,3.185154,31000,-0.329234,-0.453082,-0.340605
s33.csv,ch_5,0.258092,0.998572,3.245543,31000,-0.238188,-0.449945,-0.267006
s33.csv,ch_6,0.246338,0.822925,3.237482,31000,-0.328557,-0.727375,-0.273712
s33.csv,ch_7,0.253967,0.958817,3.808316,31000,-0.226519,-0.625012,-0.246005
s33.csv,ch_8,0.252854,0.929802,3.239937,31000,-0.233081,-0.922364,-0.330003
s33.csv,ch_9,0.256076,1.000684,3.326445,31000,0.035325,-0.723431,-0.335986
s33.csv,ch_10,0.247473,0.762579,3.185697,31000,-0.461540,-0.946809,-0.307161
s33.csv,ch_11,0.243533,0.987050,3.493631,31000,-0.515220,-0.618244,-0.330961
s33.csv,ch_12,0.247569,0.901451,3.513044,31000,-0.473507,-0.945798,-0.230990
s33.csv,ch_13,0.250046,1.031670,3.546925,31000,-0.241806,-0.693989,-0.223463
s33.csv,ch_14,0.249169,1.070553,3.411070,31000,-0.261835,-0.762739,-0.240833
s33.csv,ch_15,0.243391,1.016191,3.386129,31000,-0.466275,-0.930228,-0.168913
s33.csv,ch_16,0.254261,0.907877,3.214995,31000,-0.154899,-1.141454,-0.311725
s33.csv,ch_17,0.251497,0.967896,3.187772,31000,-0.218969,-0.824031,-0.477305
s33.csv,ch_18,0.247009,0.959172,3.572494,31000,-0.361603,-0.961908,-0.316097
s34.csv,ch_0,0.263360,1.178024,3.758463,31000,-0.360121,-0.082494,-0.379481
s34.csv,ch_1,0.253980,1.249294,3.614847,31000,-0.420162,-0.031005,-0.253770
s34.csv,ch_2,0.241964,1.383611,3.721318,31000,-0.677577,1.054322,-0.253558
s34.csv,ch_3,0.235180,1.199732,3.695055,31000,-1.338099,0.139534,-0.194777
s34.csv,ch_4,0.240734,1.054808,3.821677,31000,-0.753476,-0.084189,-0.313318
s34.csv,ch_5,0.263900,1.207045,3.757498,31000,-0.104850,0.258073,-0.256250
s34.csv,ch_6,0.242104,1.418348,3.529007,31000,-0.424246,1.166916,-0.252456
s34.csv,ch_7,0.241433,1.093250,3.517654,31000,-0.581103,-0.305076,-0.264195
s34.csv,ch_8,0.242191,1.317274,3.457198,31000,-0.729473,0.702163,-0.283870
s34.csv,ch_9,0.238172,1.461924,3.195967,31000,-0.713471,1.151829,-0.380117
s34.csv,ch_10,0.246813,1.238100,3.862920,31000,-0.487200,0.923826,-0.218501
s34.csv,ch_11,0.246258,1.284610,3.386521,31000,-0.432170,0.343291,-0.351737
s34.csv,ch_12,0.249537,1.406052,3.558420,31000,-0.301594,0.367978,-0.216797
s34.csv,ch_13,0.240888,1.400441,3.385172,31000,-0.497357,0.240256,-0.235094
s34.csv,ch_14,0.243165,1.711500,3.366411,31000,-0.433368,0.525079,-0.245504
s34.csv,ch_15,0.231332,1.917899,3.239838,31000,-0.746005,0.722830,-0.169412
s34.csv,ch_16,0.266011,1.390952,5.203247,31000,0.885290,0.903475,0.185019
s34.csv,ch_17,0.236520,1.322695,3.372343,31000,-1.918104,0.617193,-0.374604
s34.csv,ch_18,0.255968,1.455002,3.544850,31000,-0.009624,0.387972,-0.326679
s35.csv,ch_0,0.253837,1.439601,3.186763,31000,-0.540590,0.685964,-0.425023
s35.csv,ch_1,0.239713,1.388187,3.929949,31000,-0.719624,0.403987,-0.250595
s35.csv,ch_2,0.245466,1.336391,3.387158,31000,-0.539604,0.846218,-0.281319
s35.csv,ch_3,0.249003,1.407520,3.380542,31000,-0.509444,1.132823,-0.238947
s35.csv,ch_4,0.237639,1.554556,3.367729,31000,-0.837973,1.501592,-0.332778
s35.csv,ch_5,0.242442,1.265670,3.448640,31000,-0.597487,0.457174,-0.262739
s35.csv,ch_6,0.256194,1.260507,3.345005,31000,-0.105838,0.664758,-0.265872
s35.csv,ch_7,0.255427,1.258638,3.254046,31000,-0.185221,0.088531,-0.280693
s35.csv,ch_8,0.258382,1.258776,3.334579,31000,0.024294,0.456904,-0.309907
s35.csv,ch_9,0.252869,1.283381,3.270732,31000,-0.098798,0.425928,-0.354830
s35.csv,ch_10,0.275839,1.311512,5.292098,31000,0.640571,1.212619,-0.031396
s35.csv,ch_11,0.261372,1.272865,3.706167,31000,0.028401,0.305338,-0.289736
s35.csv,ch_12,0.250485,1.272075,3.386487,31000,-0.218706,0.019158,-0.270576
s35.csv,ch_13,0.254301,1.275614,3.364099,31000,-0.123072,-0.075980,-0.236610
s35.csv,ch_14,0.251591,1.394655,3.531470,31000,-0.192656,-0.111539,-0.228240
s35.csv,ch_15,0.254769,1.412432,3.470198,31000,-0.202345,-0.203817,-0.168626
s35.csv,ch_16,0.249477,1.462921,3.668712,31000,-0.578506,1.208133,-0.198369
s35.csv,ch_17,0.257363,1.331154,3.377688,31000,0.446537,0.651554,-0.371630
s35.csv,ch_18,0.253693,1.288766,3.432247,31000,-0.099007,-0.064601,-0.369781
